,dailysamples,dailyconfirmed,dailyrecovered,dailydeceased,totalcritical,ventilatorpatients,totalsamples,totalconfirmed,totalhospital,totalrecovered,totaldeceased,totalhousesurvey,populationcovered,housescovered,flu,active_hosp,active_home,Date
177,5438.0,969.0,1060.0,22.0,908.0,493.0,659211.0,151402.0,14071.0,133600.0,3731.0,1049.0,22712823.0,6795477.0,136.0,4702.0,9368.0,7.10.2020
178,4932.0,798.0,805.0,32.0,869.0,496.0,664143.0,152200.0,14032.0,134405.0,3763.0,1058.0,22827508.0,6831606.0,156.0,4585.0,9447.0,8.10.2020
179,4788.0,697.0,970.0,23.0,859.0,493.0,668931.0,152897.0,13736.0,135375.0,3786.0,827.0,22927437.0,6865330.0,133.0,4423.0,9313.0,9.10.2020
180,4231.0,703.0,1117.0,22.0,772.0,437.0,673162.0,153600.0,13300.0,136492.0,3808.0,522.0,23040037.0,6893152.0,,4319.0,8981.0,10.10.2020
181,4269.0,630.0,1010.0,22.0,858.0,453.0,677431.0,154230.0,12898.0,137502.0,3830.0,,,,,4213.0,8685.0,11.10.2020
182,1920.0,351.0,950.0,14.0,856.0,456.0,679351.0,154581.0,12285.0,138452.0,3844.0,,,,,3783.0,8465.0,12.10.2020
183,4090.0,486.0,998.0,27.0,833.0,450.0,683441.0,155067.0,11746.0,139450.0,3871.0,,,,,3353.0,8245.0,13.10.2020
184,4495.0,528.0,1413.0,28.0,839.0,453.0,687936.0,155595.0,10833.0,140863.0,3899.0,,,,,3211.0,7856.0,14.10.2020
185,4220.0,549.0,825.0,21.0,835.0,450.0,692156.0,156144.0,10536.0,141688.0,3920.0,,,,,3069.0,7467.0,15.10.2020
186,3393.0,489.0,681.0,21.0,838.0,446.0,695549.0,156633.0,10323.0,142369.0,3941.0,,,,,2971.0,7352.0,16.10.2020
187,3509.0,418.0,860.0,23.0,827.0,441.0,699058.0,157051.0,9858.0,143229.0,3964.0,,,,,2769.0,7146.0,17.10.2020
188,3066.0,366.0,698.0,19.0,821.0,438.0,702124.0,157417.0,9507.0,143927.0,3983.0,,,,,2567.0,6940.0,18.10.2020
189,1497.0,214.0,505.0,18.0,799.0,434.0,703621.0,157631.0,9198.0,144432.0,4001.0,,,,,2391.0,6807.0,19.10.2020
190,2809.0,328.0,904.0,21.0,779.0,425.0,706430.0,157959.0,8601.0,145336.0,4022.0,,,,,2140.0,6461.0,20.10.2020
191,3581.0,428.0,758.0,23.0,750.0,412.0,710011.0,158387.0,8248.0,146094.0,4045.0,,,,,2041.0,6207.0,21.10.2020
192,3518.0,369.0,818.0,21.0,708.0,384.0,713529.0,158756.0,7778.0,146912.0,4066.0,,,,,1922.0,5856.0,22.10.2020
193,3457.0,321.0,730.0,20.0,684.0,364.0,716986.0,159077.0,7349.0,147642.0,4086.0,,,,,1752.0,5597.0,23.10.2020
194,2883.0,329.0,774.0,19.0,685.0,366.0,719869.0,159406.0,6885.0,148416.0,4105.0,,,,,2503.0,5400.0,24.10.2020
195,2516.0,292.0,454.0,17.0,668.0,363.0,722385.0,159698.0,6706.0,148870.0,4122.0,,,,,1503.0,5203.0,25.10.2020
196,1027.0,147.0,410.0,19.0,639.0,356.0,723412.0,159845.0,6424.0,149280.0,4141.0,,,,,1389.0,4965.0,26.10.2020
197,2331.0,241.0,639.0,22.0,620.0,346.0,725743.0,160086.0,6004.0,149919.0,4163.0,,,,,1276.0,4728.0,27.10.2020
198,3035.0,288.0,441.0,17.0,605.0,338.0,728778.0,160374.0,5834.0,150360.0,4180.0,,,,,1220.0,4611.0,28.10.2020
199,2604.0,303.0,463.0,15.0,581.0,332.0,731382.0,160677.0,5659.0,150823.0,4195.0,,,,,1164.0,4495.0,29.10.2020
200,2970.0,284.0,322.0,16.0,584.0,333.0,734352.0,160961.0,5605.0,151145.0,4211.0,,,,,1141.0,4464.0,30.10.2020
201,2526.0,373.0,350.0,16.0,576.0,331.0,736878.0,161334.0,5612.0,151495.0,4227.0,,,,,1110.0,4502.0,31.10.2020
202,2587.0,377.0,240.0,17.0,579.0,335.0,739465.0,161711.0,5732.0,151735.0,4244.0,,,,,1052.0,4680.0,1.11.2020
203,1176.0,133.0,154.0,15.0,546.0,324.0,740641.0,161844.0,5696.0,151889.0,4259.0,,,,,1007.0,4689.0,2.11.2020
204,2327.0,247.0,280.0,16.0,528.0,316.0,742968.0,162091.0,5647.0,152169.0,4275.0,,,,,880.0,4767.0,3.11.2020
205,3053.0,328.0,316.0,18.0,494.0,290.0,746021.0,162419.0,5641.0,152485.0,4293.0,,,,,770.0,4769.0,4.11.2020
206,2372.0,228.0,356.0,16.0,481.0,275.0,748393.0,162647.0,5497.0,152841.0,4309.0,,,,,770.0,4750.0,5.11.2020
207,2019.0,241.0,298.0,12.0,365.0,230.0,750412.0,162888.0,5428.0,153139.0,4321.0,,,,,661.0,4767.0,6.11.2020
208,2469.0,169.0,392.0,10.0,399.0,259.0,752881.0,163057.0,5195.0,153531.0,4331.0,,,,,579.0,4616.0,7.11.2020
209,2421.0,217.0,259.0,7.0,396.0,260.0,755302.0,163274.0,5146.0,153790.0,4338.0,,,,,483.0,4593.0,8.11.2020
210,1192.0,160.0,338.0,10.0,387.0,255.0,756494.0,163434.0,4958.0,154128.0,4348.0,,,,,387.0,4571.0,9.11.2020
211,2229.0,185.0,357.0,4.0,378.0,239.0,758723.0,163619.0,4782.0,154485.0,4352.0,,,,,332.0,4450.0,10.11.2020
212,2676.0,217.0,380.0,8.0,359.0,233.0,761399.0,163836.0,4611.0,154865.0,4360.0,,,,,311.0,4300.0,11.11.2020
213,2549.0,279.0,360.0,8.0,356.0,234.0,763948.0,164115.0,4522.0,155225.0,4368.0,,,,,349.0,4173.0,12.11.2020
214,2064.0,226.0,367.0,5.0,354.0,232.0,766012.0,164341.0,4376.0,155592.0,4373.0,,,,,321.0,4055.0,13.11.2020
215,1824.0,248.0,326.0,8.0,358.0,231.0,767836.0,164589.0,4381.0,155918.0,4381.0,,,,,449.0,3932.0,14.11.2020
216,1111.0,153.0,222.0,4.0,360.0,231.0,768947.0,164742.0,4217.0,156140.0,4385.0,,,,,315.0,3902.0,15.11.2020
217,1032.0,137.0,221.0,4.0,370.0,240.0,769979.0,164879.0,4129.0,156361.0,4389.0,,,,,251.0,3878.0,16.11.2020
218,1157.0,163.0,110.0,6.0,383.0,253.0,771136.0,165042.0,4176.0,156471.0,4395.0,,,,,250.0,3926.0,17.11.2020
219,2743.0,384.0,168.0,6.0,392.0,260.0,773879.0,165426.0,4290.0,156639.0,4401.0,,,,,265.0,4120.0,18.11.2020
220,3329.0,411.0,316.0,6.0,385.0,250.0,777208.0,165837.0,4475.0,156955.0,4407.0,,,,,130.0,4345.0,19.11.2020
221,4172.0,372.0,209.0,10.0,378.0,240.0,781380.0,166209.0,4628.0,157164.0,4417.0,,,,,283.0,4345.0,20.11.2020
222,4396.0,443.0,246.0,4.0,395.0,247.0,785766.0,166652.0,4821.0,157410.0,4421.0,,,,,319.0,4502.0,21.11.2020
223,4546.0,330.0,245.0,5.0,390.0,232.0,790322.0,166982.0,4901.0,157655.0,4426.0,,,,,399.0,4502.0,22.11.2020
224,2196.0,206.0,181.0,9.0,422.0,255.0,792518.0,167188.0,4917.0,157836.0,4435.0,,,,,415.0,4391.0,23.11.2020
225,3053.0,416.0,218.0,5.0,419.0,252.0,795571.0,167604.0,5110.0,158054.0,4440.0,,,,,562.0,4548.0,24.11.2020
226,4655.0,426.0,258.0,6.0,409.0,247.0,800226.0,168030.0,5272.0,158312.0,4446.0,,,,,724.0,4548.0,25.11.2020
227,3645.0,430.0,382.0,3.0,403.0,248.0,803871.0,168460.0,5317.0,158694.0,4449.0,,,,,338.0,4979.0,26.11.2020
228,4777.0,406.0,320.0,2.0,413.0,249.0,808648.0,168866.0,5401.0,159014.0,4451.0,,,,,422.0,4979.0,27.11.2020
229,4535.0,528.0,415.0,7.0,400.0,248.0,813183.0,169394.0,5507.0,159429.0,4458.0,,,,,225.0,5282.0,28.11.2020
230,3969.0,400.0,360.0,3.0,409.0,245.0,817152.0,169794.0,5544.0,159789.0,4461.0,,,,,224.0,5320.0,29.11.2020
231,2149.0,185.0,356.0,3.0,416.0,253.0,819301.0,169979.0,5370.0,160145.0,4464.0,,,,,121.0,5249.0,30.11.2020
232,2951.0,371.0,342.0,3.0,408.0,242.0,822252.0,170350.0,5396.0,160487.0,4467.0,,,,,480.0,4916.0,1.12.2020
233,4150.0,347.0,345.0,4.0,408.0,246.0,826402.0,170697.0,5394.0,160832.0,4471.0,,,,,281.0,5113.0,2.12.2020
234,3465.0,355.0,378.0,7.0,422.0,255.0,829867.0,171052.0,5364.0,161210.0,4478.0,,,,,256.0,5108.0,3.12.2020
235,3863.0,366.0,346.0,4.0,429.0,254.0,833730.0,171418.0,5380.0,161556.0,4482.0,,,,,271.0,5109.0,4.12.2020
236,3736.0,351.0,423.0,4.0,425.0,250.0,837466.0,171769.0,5304.0,161979.0,4486.0,,,,,226.0,5078.0,5.12.2020
237,3496.0,309.0,444.0,7.0,422.0,252.0,840962.0,172078.0,5162.0,162423.0,4493.0,,,,,154.0,5008.0,6.12.2020
238,1911.0,202.0,336.0,9.0,414.0,253.0,842873.0,172280.0,5019.0,162759.0,4502.0,,,,,161.0,4858.0,7.12.2020
239,2425.0,279.0,220.0,8.0,412.0,247.0,845298.0,172559.0,5070.0,162979.0,4510.0,,,,,219.0,4851.0,8.12.2020
240,3708.0,338.0,317.0,4.0,411.0,245.0,849006.0,172897.0,5087.0,163296.0,4514.0,,,,,206.0,4881.0,9.12.2020
241,3795.0,258.0,255.0,8.0,413.0,237.0,852801.0,173155.0,5082.0,163551.0,4522.0,,,,,215.0,4867.0,10.12.2020
242,3794.0,247.0,228.0,8.0,382.0,220.0,856595.0,173402.0,5093.0,163779.0,4530.0,,,,,226.0,4867.0,11.12.2020
243,3771.0,317.0,254.0,6.0,383.0,228.0,860366.0,173719.0,5150.0,164033.0,4536.0,,,,,271.0,4879.0,12.12.2020
244,4014.0,294.0,317.0,2.0,387.0,224.0,864380.0,174013.0,5125.0,164350.0,4538.0,,,,,223.0,4902.0,13.12.2020
245,1921.0,196.0,257.0,5.0,386.0,224.0,866301.0,174209.0,5059.0,164607.0,4543.0,,,,,157.0,4902.0,14.12.2020
246,2278.0,243.0,346.0,6.0,373.0,224.0,868579.0,174452.0,4950.0,164953.0,4549.0,,,,,157.0,4793.0,15.12.2020
247,3699.0,302.0,293.0,7.0,374.0,222.0,872278.0,174754.0,4952.0,165246.0,4556.0,,,,,107.0,4845.0,16.12.2020
248,3270.0,363.0,268.0,3.0,373.0,226.0,875548.0,175117.0,5044.0,165514.0,4559.0,,,,,199.0,4845.0,17.12.2020
249,3658.0,298.0,276.0,5.0,379.0,231.0,879206.0,175415.0,5061.0,165790.0,4564.0,,,,,153.0,4908.0,18.12.2020
250,2929.0,328.0,279.0,8.0,388.0,237.0,882135.0,175743.0,5102.0,166069.0,4572.0,,,,,194.0,4908.0,19.12.2020
251,2809.0,322.0,228.0,5.0,388.0,235.0,884944.0,176065.0,5191.0,166297.0,4577.0,,,,,179.0,5012.0,20.12.2020
252,1862.0,163.0,252.0,4.0,390.0,226.0,886806.0,176228.0,5098.0,166549.0,4581.0,,,,,94.0,5004.0,21.12.2020
253,2540.0,234.0,306.0,6.0,391.0,226.0,889346.0,176462.0,5020.0,166855.0,4587.0,,,,,59.0,4961.0,22.12.2020
254,3447.0,307.0,451.0,1.0,385.0,225.0,892793.0,176769.0,4875.0,167306.0,4588.0,,,,,59.0,4816.0,23.12.2020
255,3109.0,278.0,481.0,4.0,383.0,224.0,895902.0,177047.0,4668.0,167787.0,4592.0,,,,,128.0,4540.0,24.12.2020
256,3103.0,311.0,493.0,5.0,387.0,226.0,899005.0,177358.0,4481.0,168280.0,4597.0,,,,,239.0,4242.0,25.12.2020
257,2801.0,222.0,412.0,7.0,389.0,229.0,901806.0,177580.0,4284.0,168692.0,4604.0,,,,,289.0,3995.0,26.12.2020
258,2883.0,292.0,470.0,9.0,387.0,226.0,904689.0,177872.0,4097.0,169162.0,4613.0,,,,,301.0,3796.0,27.12.2020
259,2284.0,148.0,409.0,4.0,333.0,207.0,906973.0,178020.0,3832.0,169571.0,4617.0,,,,,289.0,3543.0,28.12.2020
260,2380.0,238.0,480.0,6.0,313.0,169.0,909353.0,178258.0,3584.0,170051.0,4623.0,,,,,328.0,3256.0,29.12.2020
261,4023.0,282.0,349.0,3.0,242.0,145.0,913376.0,178540.0,3514.0,170400.0,4626.0,,,,,347.0,3167.0,30.12.2020
262,3819.0,229.0,421.0,5.0,246.0,152.0,917195.0,178769.0,3317.0,170821.0,4631.0,,,,,260.0,3057.0,31.12.2020
263,4140.0,302.0,324.0,1.0,250.0,160.0,921335.0,179071.0,3294.0,171145.0,4632.0,,,,,452.0,2842.0,1.1.2021
264,3844.0,237.0,477.0,8.0,257.0,165.0,925179.0,179308.0,3046.0,171622.0,4640.0,,,,,489.0,2557.0,2.1.2021
265,4082.0,290.0,420.0,7.0,250.0,155.0,929261.0,179598.0,2909.0,172042.0,4647.0,,,,,536.0,2372.0,3.1.2021
266,2901.0,135.0,202.0,5.0,202.0,,932162.0,179733.0,2837.0,172244.0,4652.0,,,,,661.0,2176.0,4.1.2021
267,3398.0,233.0,343.0,2.0,222.0,,935560.0,179966.0,2725.0,172587.0,4654.0,,,,,746.0,1979.0,5.1.2021
268,5414.0,321.0,353.0,6.0,230.0,,940974.0,180287.0,2687.0,172940.0,4660.0,,,,,942.0,1745.0,6.1.2021
269,5043.0,202.0,393.0,3.0,202.0,,946017.0,180674.0,2678.0,173333.0,4663.0,,,,,917.0,1761.0,7.1.2021
270,4555.0,291.0,249.0,5.0,196.0,,950572.0,180965.0,2715.0,173582.0,4668.0,,,,,930.0,1785.0,8.1.2021
271,4480.0,282.0,347.0,4.0,210.0,,955052.0,181247.0,2646.0,173929.0,4672.0,,,,,909.0,1737.0,9.1.2021
272,3954.0,264.0,214.0,7.0,208.0,,959006.0,181511.0,2689.0,174143.0,4679.0,,,,,921.0,1768.0,10.1.2021
273,2543.0,140.0,144.0,3.0,213.0,,961549.0,181651.0,2682.0,174287.0,4853.0,,,,,1036.0,1646.0,11.1.2021
274,2660.0,224.0,241.0,4.0,216.0,,964209.0,181875.0,2661.0,174528.0,4686.0,,,,,857.0,1804.0,12.1.2021
275,3907.0,314.0,246.0,4.0,212.0,,968116.0,182189.0,2725.0,174774.0,4690.0,,,,,1032.0,1693.0,13.1.2021
276,3591.0,259.0,380.0,3.0,208.0,,971707.0,182448.0,2601.0,175154.0,4693.0,,,,,1064.0,1537.0,14.1.2021
277,3161.0,261.0,240.0,3.0,206.0,,974868.0,182709.0,2619.0,175394.0,4696.0,,,,,1036.0,1550.0,15.1.2021
278,3049.0,192.0,234.0,4.0,201.0,,977917.0,182901.0,2573.0,175628.0,4700.0,,,,,1009.0,1564.0,16.1.2021
279,3205.0,273.0,345.0,3.0,206.0,,981122.0,183174.0,2498.0,175973.0,4703.0,,,,,2498.0,1508.0,17.1.2021
280,2042.0,121.0,151.0,6.0,206.0,,983164.0,183295.0,2462.0,176124.0,4709.0,,,,,1009.0,1453.0,18.1.2021
281,2340.0,182.0,335.0,5.0,203.0,,985504.0,183477.0,2304.0,176459.0,4714.0,,,,,1009.0,1295.0,19.1.2021
282,3852.0,310.0,353.0,6.0,206.0,,989356.0,183787.0,2255.0,176812.0,4720.0,,,,,1009.0,1246.0,20.1.2021
283,3487.0,227.0,304.0,5.0,205.0,,992843.0,184014.0,2173.0,177116.0,4725.0,,,,,1009.0,1246.0,21.1.2021
284,3428.0,232.0,290.0,4.0,206.0,,996271.0,184246.0,2111.0,177406.0,4729.0,,,,,897.0,1214.0,22.1.2021
285,3742.0,228.0,258.0,6.0,204.0,,1000013.0,184474.0,2075.0,177664.0,4735.0,,,,,914.0,1161.0,23.1.2021
286,3836.0,208.0,229.0,3.0,206.0,,1003849.0,184632.0,2051.0,177893.0,4738.0,,,,,978.0,1073.0,24.1.2021
287,2385.0,98.0,123.0,1.0,205.0,,1006234.0,184780.0,2025.0,178016.0,4739.0,,,,,1009.0,1016.0,25.1.2021
288,2402.0,225.0,258.0,3.0,206.0,,1008636.0,185005.0,1989.0,178274.0,4742.0,,,,,1009.0,980.0,26.1.2021
289,3071.0,128.0,168.0,2.0,202.0,,1011707.0,185133.0,1947.0,178442.0,4744.0,,,,,1009.0,938.0,27.1.2021
290,3634.0,224.0,149.0,4.0,206.0,,1015341.0,185357.0,2018.0,178591.0,4748.0,,,,,1051.0,967.0,28.1.2021
291,4395.0,201.0,204.0,5.0,204.0,,1019736.0,185558.0,2010.0,178795.0,4753.0,,,,,1019.0,991.0,29.1.2021
292,4152.0,172.0,181.0,6.0,202.0,,1023888.0,185730.0,1995.0,178976.0,4759.0,,,,,903.0,1092.0,30.1.2021
293,4115.0,192.0,238.0,5.0,201.0,,1028003.0,185922.0,1944.0,179214.0,4764.0,,,,,1004.0,940.0,31.1.2021
294,2431.0,102.0,236.0,2.0,156.0,,1030434.0,186024.0,1808.0,179450.0,4766.0,,,,,878.0,930.0,1.2.2021
295,2692.0,176.0,247.0,2.0,155.0,,1033126.0,192181.0,1735.0,185678.0,4768.0,,,,,881.0,835.0,2.2.2021
296,4053.0,198.0,306.0,1.0,109.0,,1037179.0,192379.0,1626.0,185984.0,4769.0,,,,,885.0,741.0,3.2.2021
297,3886.0,228.0,328.0,3.0,109.0,,1041065.0,192607.0,1523.0,186312.0,4772.0,,,,,831.0,692.0,4.2.2021
298,3357.0,195.0,224.0,2.0,110.0,,1044422.0,192802.0,1492.0,186536.0,4774.0,,,,,840.0,652.0,5.2.2021
299,3239.0,180.0,265.0,0.0,112.0,,1047661.0,192982.0,1407.0,186801.0,4774.0,,,,,794.0,613.0,6.2.2021
300,2906.0,196.0,219.0,1.0,110.0,,1050567.0,193178.0,1383.0,187020.0,4775.0,,,,,815.0,568.0,7.2.2021
301,1945.0,162.0,145.0,4.0,113.0,,1052512.0,193340.0,1396.0,187165.0,4779.0,,,,,805.0,591.0,8.2.2021
302,2232.0,216.0,197.0,4.0,120.0,,1054744.0,193556.0,1411.0,187362.0,4783.0,,,,,773.0,638.0,9.2.2021
303,3344.0,239.0,170.0,5.0,131.0,,1058088.0,193795.0,1475.0,187532.0,4788.0,,,,,735.0,740.0,10.2.2021
304,3230.0,256.0,113.0,1.0,134.0,,1061318.0,194051.0,1617.0,187645.0,4789.0,,,,,812.0,805.0,11.2.2021
305,3382.0,258.0,350.0,5.0,135.0,,1064700.0,194309.0,1520.0,187995.0,4794.0,,,,,829.0,691.0,12.2.2021
306,3607.0,331.0,291.0,2.0,142.0,,1068307.0,194640.0,1558.0,188286.0,4796.0,,,,,829.0,729.0,13.2.2021
307,3508.0,354.0,248.0,3.0,145.0,,1071815.0,194994.0,1661.0,188534.0,4799.0,,,,,863.0,798.0,14.2.2021
308,2376.0,193.0,169.0,2.0,151.0,,1074191.0,195187.0,1683.0,188703.0,4801.0,,,,,902.0,781.0,15.2.2021
309,2620.0,309.0,272.0,1.0,142.0,,1076811.0,195496.0,1719.0,188975.0,4802.0,,,,,946.0,835.0,16.2.2021
310,4304.0,428.0,262.0,4.0,145.0,,1081115.0,195924.0,1881.0,189237.0,4806.0,,,,,991.0,890.0,17.2.2021
311,4424.0,465.0,184.0,6.0,154.0,,1085539.0,196389.0,2156.0,189421.0,4812.0,,,,,1070.0,1086.0,18.2.2021
312,4254.0,527.0,280.0,4.0,159.0,,1089793.0,196916.0,2399.0,189701.0,4816.0,,,,,1132.0,1267.0,19.2.2021
313,4634.0,414.0,247.0,5.0,160.0,,1094427.0,197330.0,2561.0,189948.0,4821.0,,,,,1195.0,1366.0,20.2.2021
314,4707.0,634.0,294.0,5.0,164.0,,1099134.0,197964.0,2896.0,190242.0,4826.0,,,,,1284.0,1612.0,21.2.2021
315,4414.0,328.0,318.0,4.0,172.0,,1103548.0,198292.0,2902.0,190560.0,4830.0,,,,,1384.0,1518.0,22.2.2021
316,4606.0,661.0,358.0,4.0,201.0,,1108154.0,198953.0,3201.0,190918.0,4834.0,,,,,1453.0,1748.0,23.2.2021
317,6514.0,743.0,2382.0,3.0,207.0,,1114668.0,199696.0,3559.0,191300.0,4837.0,,,,,1984.0,1575.0,24.2.2021
318,6556.0,766.0,391.0,4.0,231.0,,1121224.0,200462.0,3930.0,191691.0,4841.0,,,,,2056.0,1874.0,25.2.2021
319,7108.0,727.0,398.0,6.0,245.0,,1128332.0,201189.0,4253.0,192089.0,4847.0,,,,,2089.0,2164.0,26.2.2021
320,8041.0,739.0,412.0,6.0,260.0,,1136373.0,201928.0,4574.0,192501.0,4853.0,,,,,2104.0,2470.0,27.2.2021
321,7473.0,774.0,427.0,2.0,261.0,,1143846.0,202702.0,4919.0,192928.0,4855.0,,,,,2449.0,2470.0,28.2.2021
322,4815.0,406.0,415.0,4.0,262.0,,1148661.0,203108.0,4906.0,193343.0,4859.0,,,,,1990.0,2913.0,1.3.2021
323,6124.0,688.0,498.0,5.0,278.0,,1154785.0,203796.0,5091.0,193841.0,4864.0,,,,,2428.0,2663.0,2.3.2021
324,8013.0,853.0,388.0,5.0,281.0,,1162798.0,204649.0,5551.0,194229.0,4869.0,,,,,2428.0,3123.0,3.3.2021
325,7585.0,904.0,562.0,7.0,294.0,,1170383.0,205553.0,5886.0,194791.0,4876.0,,,,,2491.0,3395.0,4.3.2021
326,7267.0,830.0,551.0,5.0,300.0,,1177650.0,206383.0,6160.0,195342.0,4881.0,,,,,2491.0,3669.0,5.3.2021
327,7609.0,963.0,659.0,4.0,321.0,,1185259.0,207346.0,6460.0,196001.0,4885.0,,,,,2506.0,3954.0,6.3.2021
328,6743.0,984.0,750.0,5.0,341.0,,1192002.0,208330.0,6689.0,196751.0,4890.0,,,,,2589.0,4100.0,7.3.2021
329,6534.0,753.0,700.0,7.0,358.0,,1198536.0,209083.0,6735.0,196751.0,4897.0,,,,,2551.0,4184.0,8.3.2021
330,6090.0,1086.0,795.0,6.0,321.0,,1204626.0,210169.0,7020.0,198246.0,4903.0,,,,,2608.0,4412.0,9.3.2021
331,7721.0,1352.0,646.0,7.0,364.0,,1212347.0,211521.0,7719.0,198892.0,4910.0,,,,,3010.0,4709.0,10.3.2021
332,8553.0,1504.0,675.0,7.0,357.0,,1220900.0,213025.0,8541.0,199567.0,4917.0,,,,,3550.0,4991.0,11.3.2021
333,8602.0,1805.0,598.0,8.0,341.0,,1229502.0,214830.0,9740.0,200165.0,4925.0,,,,,2922.0,6818.0,12.3.2021
334,9762.0,1633.0,638.0,12.0,351.0,,1239264.0,216463.0,10723.0,200803.0,4937.0,,,,,4020.0,6703.0,13.3.2021
335,9122.0,1740.0,858.0,15.0,355.0,,1248396.0,218203.0,11590.0,201661.0,4952.0,,,,,4667.0,6923.0,14.3.2021
336,7266.0,1082.0,678.0,10.0,370.0,,1255652.0,219285.0,11984.0,202339.0,4962.0,,,,,5112.0,6872.0,15.3.2021
337,8044.0,1925.0,677.0,7.0,394.0,,1263696.0,221210.0,13225.0,203016.0,4969.0,,,,,3328.0,9897.0,16.3.2021
338,11230.0,2587.0,769.0,11.0,425.0,,1274926.0,223797.0,15032.0,203785.0,4980.0,,,,,3928.0,11104.0,17.3.2021
339,11835.0,2752.0,885.0,22.0,440.0,,1286761.0,226549.0,16877.0,204670.0,5002.0,,,,,4789.0,12088.0,18.3.2021
340,12625.0,2834.0,499.0,15.0,499.0,,1299386.0,229383.0,18888.0,205478.0,5017.0,,,,,3705.0,15183.0,19.3.2021
341,14484.0,3111.0,1094.0,16.0,538.0,,1313870.0,232494.0,20889.0,206572.0,5033.0,,,,,9679.0,11210.0,20.3.2021
342,12929.0,2900.0,1245.0,20.0,519.0,,1326799.0,235394.0,22524.0,207817.0,5053.0,,,,,9790.0,12734.0,21.3.2021
343,11890.0,2342.0,1789.0,15.0,524.0,,1338689.0,237736.0,23062.0,209606.0,5068.0,,,,,2942.0,20120.0,22.3.2021
344,11310.0,3098.0,1698.0,22.0,555.0,,1349999.0,240834.0,24440.0,211304.0,5090.0,,,,,3002.0,21438.0,23.3.2021
345,16185.0,3509.0,1410.0,24.0,589.0,,1366184.0,244343.0,26515.0,212714.0,5114.0,,,,,3004.0,23511.0,24.3.2021
346,16578.0,3286.0,1200.0,23.0,599.0,,1382762.0,247629.0,28578.0,213914.0,5137.0,,,,,3122.0,25456.0,25.3.2021
347,16799.0,3594.0,2165.0,24.0,612.0,,1399561.0,251223.0,29983.0,216079.0,5161.0,,,,,3365.0,26618.0,26.3.2021
348,17633.0,3463.0,2584.0,30.0,621.0,,1417194.0,254686.0,30832.0,218663.0,5191.0,,,,,3503.0,27329.0,27.3.2021
349,16804.0,4426.0,2107.0,28.0,645.0,,1433998.0,259112.0,33123.0,220770.0,5219.0,,,,,3217.0,29906.0,28.3.2021
350,15153.0,2547.0,2771.0,24.0,674.0,,1449151.0,261659.0,32875.0,223541.0,5243.0,,,,,4343.0,28532.0,29.3.2021
351,13436.0,3226.0,3268.0,27.0,725.0,,1462587.0,264885.0,32806.0,226809.0,5270.0,,,,,4849.0,27957.0,30.3.2021
352,16446.0,4458.0,3374.0,32.0,799.0,,1479033.0,269343.0,33858.0,230183.0,5302.0,,,,,5811.0,28047.0,31.3.2021
353,20681.0,4103.0,2077.0,35.0,825.0,,1499714.0,273446.0,35849.0,232260.0,5337.0,,,,,5439.0,30410.0,1.4.2021
354,20073.0,4653.0,3337.0,39.0,475.0,,1519787.0,278099.0,37126.0,235597.0,5376.0,,,,,5554.0,31572.0,2.4.2021
355,20066.0,5720.0,3293.0,35.0,837.0,,1539853.0,283819.0,39518.0,238890.0,5411.0,,,,,5669.0,33849.0,3.4.2021
356,17774.0,6225.0,3762.0,41.0,901.0,,1557627.0,290044.0,41940.0,242652.0,5452.0,,,,,6145.0,35795.0,4.4.2021
357,18720.0,4077.0,3240.0,36.0,919.0,,1576347.0,294121.0,42741.0,245892.0,5488.0,,,,,6269.0,36472.0,5.4.2021
358,17389.0,5600.0,3481.0,38.0,915.0,,1593736.0,299721.0,44822.0,249373.0,5526.0,,,,,6421.0,38401.0,6.4.2021
359,26120.0,5651.0,4361.0,41.0,957.0,,1619856.0,305372.0,46071.0,253734.0,5567.0,,,,,6556.0,39515.0,7.4.2021
360,23595.0,7010.0,4099.0,43.0,999.0,,1643451.0,312382.0,48939.0,257833.0,5610.0,,,,,7168.0,41771.0,8.4.2021
361,27986.0,5647.0,4587.0,44.0,1003.0,,1671437.0,318029.0,49955.0,262420.0,5654.0,,,,,7471.0,42484.0,9.4.2021
362,25504.0,4953.0,4389.0,46.0,1014.0,,1696941.0,322982.0,50473.0,266809.0,5700.0,,,,,7476.0,42997.0,10.4.2021
363,24773.0,6679.0,4628.0,48.0,1045.0,,1721714.0,329661.0,52476.0,271437.0,5748.0,,,,,7822.0,44654.0,11.4.2021
364,22466.0,4849.0,3896.0,53.0,1050.0,,1744180.0,334510.0,53376.0,275333.0,5801.0,,,,,7977.0,45399.0,12.4.2021
365,21166.0,5313.0,4573.0,55.0,1086.0,,1765346.0,339823.0,54061.0,279906.0,5856.0,,,,,8033.0,46028.0,13.4.2021
366,21325.0,4206.0,4895.0,46.0,1158.0,,1786671.0,344029.0,53326.0,284801.0,5902.0,,,,,8293.0,45033.0,14.4.2021
367,21922.0,5395.0,4321.0,49.0,1172.0,,1808593.0,349424.0,54351.0,289122.0,5951.0,,,,,8627.0,45724.0,15.4.2021
368,23564.0,5373.0,5049.0,51.0,1196.0,,1832157.0,354797.0,54624.0,294171.0,6002.0,,,,,8935.0,45689.0,16.4.2021
